업종명,업소명,소재지(도로명),소재지(지번),소재지전화,데이터기준일
일반음식점,맛나통닭,"경상북도 포항시 남구 오천읍 원동로 4, 1층 113호 (엠파이어상가)",경상북도 포항시 남구 오천읍 문덕리 187-3 엠파이어상가(1층) 113호,054 -293 -4267,2025-08-14
일반음식점,또오꾸마식당,경상북도 포항시 남구 오천읍 장기로1690번길 18-3,경상북도 포항시 남구 오천읍 세계리 822 (1층) ,054 -293 -4487,2025-08-14
일반음식점,대구왕뽈찜,"경상북도 포항시 남구 오천읍 냉천로 274-1, 1층",경상북도 포항시 남구 오천읍 원리 900-2 (1층) ,054 -293 -4555,2025-08-14
일반음식점,꿈바라기,"경상북도 포항시 남구 오천읍 도솔로 17, 1층",경상북도 포항시 남구 오천읍 세계리 706-1 (1층) ,054 -293 -4727,2025-08-14
일반음식점,피그말리온,경상북도 포항시 남구 오천읍 문덕로 8,경상북도 포항시 남구 오천읍 문덕리 232-9 ,054 -293 -4791,2025-08-14
일반음식점,돼지야숯불구이,"경상북도 포항시 남구 오천읍 문덕로53번길 2, 101동 7호 ((주)국민주택드림빌)",경상북도 포항시 남구 오천읍 문덕리 369-1 ((주)국민주택드림빌) 101동 7호,054 -293 -4800,2025-08-14
일반음식점,또래오래오천점,"경상북도 포항시 남구 오천읍 해병로 127, 214동 1층 107호 (우방신세계타운2차)","경상북도 포항시 남구 오천읍 구정리 463 , 214동 1층 107호",054 -293 -4994,2025-08-14
일반음식점,영일만밍크고래,경상북도 포항시 남구 오천읍 철강로705번길 12,경상북도 포항시 남구 오천읍 문덕리 198-1 ,054 -293 -5134,2025-08-14
일반음식점,쏘시지요,경상북도 포항시 남구 오천읍 원동로 41-6,경상북도 포항시 남구 오천읍 원리 893-53 (1층) ,054 -293 -5222,2025-08-14
일반음식점,골목길,"경상북도 포항시 남구 오천읍 원동로 4, 엠파이어상가 1층 126호",경상북도 포항시 남구 오천읍 문덕리 187-3 엠파이어상가1층 126호,054 -293 -5288,2025-08-14
일반음식점,우리집먹거리식당,경상북도 포항시 남구 오천읍 문덕로11번길 2,경상북도 포항시 남구 오천읍 문덕리 275-1 (1층) ,054 -293 -5388,2025-08-14
일반음식점,간이역,"경상북도 포항시 남구 오천읍 남원로 86-40, 101동 1층 2호 (대우네오빌상가)",경상북도 포항시 남구 오천읍 원리 1078 대우네오빌상가 101동 2호,054 -293 -5528,2025-08-14
일반음식점,카페모네,"경상북도 포항시 남구 오천읍 오어로 255, 1~2층",경상북도 포항시 남구 오천읍 문충리 349 1~2층 ,054 -293 -5543,2025-08-14
일반음식점,일번지회대게센타,"경상북도 포항시 남구 오천읍 냉천로270번길 35, 1층",경상북도 포항시 남구 오천읍 원리 908-1 1층 ,054 -293 -5555,2025-08-14
일반음식점,수리산 두꺼비,"경상북도 포항시 남구 포스코대로 330-8, 1층 (상도동)",경상북도 포항시 남구 상도동 18-300 ,054 -293 -5559,2025-08-14
일반음식점,배터지는왕돈까스,"경상북도 포항시 남구 오천읍 정몽주로624번길 10, 나동 1층 10, 11호","경상북도 포항시 남구 오천읍 용덕리 330-15 , 1층 나동 10, 11호",054 -293 -5588,2025-08-14
일반음식점,맛집밥집,"경상북도 포항시 남구 오천읍 냉천로308번길 19-1, 1층",경상북도 포항시 남구 오천읍 원리 942-9 1층 ,054 -293 -5733,2025-08-14
일반음식점,가장맛있는족발문덕점,"경상북도 포항시 남구 오천읍 남원로 72, 1층",경상북도 포항시 남구 오천읍 원리 1081-4 (1층) ,054 -293 -5844,2025-08-14
일반음식점,마장동뒷고기원동점,"경상북도 포항시 남구 오천읍 냉천로236번길 27, 1층",경상북도 포항시 남구 오천읍 원리 1314 (1층) ,054 -293 -5888,2025-08-14
일반음식점,모캄보(문덕점),경상북도 포항시 남구 오천읍 냉천로 292,경상북도 포항시 남구 오천읍 원리 926-4 ,054 -293 -5995,2025-08-14
일반음식점,글로리스넥,경상북도 포항시 남구 오천읍 문덕로11번길 17,경상북도 포항시 남구 오천읍 문덕리 282-3 외3필지 ,054 -293 -6000,2025-08-14
일반음식점,불백집,"경상북도 포항시 남구 오천읍 문덕로12번길 6-6, 1층",경상북도 포항시 남구 오천읍 문덕리 232-5 1층 ,054 -293 -6100,2025-08-14
일반음식점,미래수산,"경상북도 포항시 남구 오천읍 냉천로302번길 21-1, 1층","경상북도 포항시 남구 오천읍 원리 937 , 1층 ",054 -293 -6105,2025-08-14
일반음식점,바다로,"경상북도 포항시 남구 오천읍 철강로713번길 2, 1층",경상북도 포항시 남구 오천읍 문덕리 254-10 ,054 -293 -6353,2025-08-14
일반음식점,달구지막창(원리점),경상북도 포항시 남구 오천읍 남원로 61 ((1층)),경상북도 포항시 남구 오천읍 원리 895 (1층) ,054 -293 -6475,2025-08-14
일반음식점,대하식당,경상북도 포항시 남구 오천읍 철강로705번길 2-5,경상북도 포항시 남구 오천읍 문덕리 240-7 ,054 -293 -6611,2025-08-14
일반음식점,한뚝배기찌개마을,"경상북도 포항시 남구 오천읍 냉천로340번길 16, 1층 (다운빌딩)",경상북도 포항시 남구 오천읍 원리 985-9 다운빌딩 1층 ,054 -293 -6616,2025-08-14
일반음식점,송송숯불두마리치킨 포항오천점,"경상북도 포항시 남구 오천읍 원동로 75-8, 1층",경상북도 포항시 남구 오천읍 원리 893-70 (1층) ,054 -293 -6677,2025-08-14
일반음식점,참치명장,경상북도 포항시 남구 오천읍 남원로 47 (수정빌딩 2층),경상북도 포항시 남구 오천읍 원리 895-6 수정빌딩 2층 ,054 -293 -6690,2025-08-14
일반음식점,좋은친구들,경상북도 포항시 남구 오천읍 냉천로302번길 26,경상북도 포항시 남구 오천읍 원리 930-5 (1층) ,054 -293 -6749,2025-08-14
일반음식점,목포세발낙지,"경상북도 포항시 남구 오천읍 원동로 4, 1층 127,128호 (외2필지, 엠파이어상가)","경상북도 포항시 남구 오천읍 문덕리 187-3 (외2필지, 엠파이어상가, 127,128호 ",054 -293 -6767,2025-08-14
일반음식점,박가네왕족발,"경상북도 포항시 남구 오천읍 장기로 1690, 1층",경상북도 포항시 남구 오천읍 세계리 833-36 1층 ,054 -293 -6788,2025-08-14
일반음식점,본죽엔비빔밥포항문덕원동점,경상북도 포항시 남구 오천읍 냉천로320번길 51-6 ((1층)),경상북도 포항시 남구 오천읍 원리 980-3 (1층) ,054 -293 -6888,2025-08-14
일반음식점,왕돌초 해물직판장,"경상북도 포항시 남구 오천읍 남원로 8, 1층","경상북도 포항시 남구 오천읍 원리 1461 , 1층 ",054 -293 -7007,2025-08-14
일반음식점,한끼뚝딱,"경상북도 포항시 남구 오천읍 냉천로298번길 46, 1층",경상북도 포항시 남구 오천읍 원리 916-5 1층 ,054 -293 -7206,2025-08-14
일반음식점,등대횟집,"경상북도 포항시 남구 오천읍 원동로 115, 1층",경상북도 포항시 남구 오천읍 원리 1075 ,054 -293 -7272,2025-08-14
일반음식점,명품한우화로구이,경상북도 포항시 남구 오천읍 철강로705번길 2-5,경상북도 포항시 남구 오천읍 문덕리 240-7 ,054 -293 -7359,2025-08-14
일반음식점,가족식탁,경상북도 포항시 남구 오천읍 문덕로53번길 2,경상북도 포항시 남구 오천읍 문덕리 369-1 국민드림빌1차상가 101동 6호,054 -293 -7404,2025-08-14
일반음식점,쎄븐호프,경상북도 포항시 남구 오천읍 냉천로340번길 43,경상북도 포항시 남구 오천읍 문덕리 184-11 ,054 -293 -7546,2025-08-14
일반음식점,루팡,"경상북도 포항시 남구 오천읍 남원로 84, 1층",경상북도 포항시 남구 오천읍 원리 1081 1층 ,054 -293 -7707,2025-08-14
일반음식점,레트로지 문덕점,"경상북도 포항시 남구 오천읍 철강로 686-4, 1층",경상북도 포항시 남구 오천읍 문덕리 218-1 1층 ,054 -293 -7785,2025-08-14
일반음식점,24시백종은식당,"경상북도 포항시 남구 오천읍 문덕로 18, 1층",경상북도 포항시 남구 오천읍 문덕리 272-9 (1층) ,054 -293 -7800,2025-08-14
일반음식점,다이닝 타몽,경상북도 포항시 남구 오천읍 문덕로 29 ((1층)),경상북도 포항시 남구 오천읍 문덕리 314-5 (1층) ,054 -293 -8201,2025-08-14
일반음식점,마굿간한우셀프식당,"경상북도 포항시 남구 오천읍 중원로 93-2, 1층",경상북도 포항시 남구 오천읍 원리 산 20-13 (1층) ,054 -293 -8253,2025-08-14
일반음식점,마루 죽도양꼬치,"경상북도 포항시 남구 오천읍 남원로 44, 1층","경상북도 포항시 남구 오천읍 원리 1360 , 1층 ",054 -293 -8292,2025-08-14
일반음식점,갈비도(김해본가뒷고기),"경상북도 포항시 남구 오천읍 남원로 51, 1층",경상북도 포항시 남구 오천읍 원리 895-4 ,054 -293 -8335,2025-08-14
일반음식점,골드상회,"경상북도 포항시 남구 오천읍 문덕로 40, 1층",경상북도 포항시 남구 오천읍 문덕리 343-4 (1층) ,054 -293 -8383,2025-08-14
일반음식점,전통손칼국수,"경상북도 포항시 남구 청림로 7, C동 1층  106 -107호 (청림동, 태광시장상가)",경상북도 포항시 남구 청림동 3-44 태광시장상가 c동 106호107호 ,054 -293 -8389,2025-08-14
일반음식점,억조메기매운탕,"경상북도 포항시 남구 정몽주로879번길 18-10 (청림동,(1층))",경상북도 포항시 남구 청림동 1173-14 (1층) ,054 -293 -8525,2025-08-14
일반음식점,무봉리토종순대국(문덕점),"경상북도 포항시 남구 오천읍 남원로 72, 1층",경상북도 포항시 남구 오천읍 원리 1081-4 ,054 -293 -8555,2025-08-14
일반음식점,롱쓰부대찌개 오천원동점,"경상북도 포항시 남구 오천읍 남원로 40, 1층","경상북도 포항시 남구 오천읍 원리 1362 ,1층 ",054 -293 -8558,2025-08-14
일반음식점,한중각,"경상북도 포항시 남구 오천읍 세계길 8, 1층",경상북도 포항시 남구 오천읍 문덕리 30-2 (1층) ,054 -293 -8585,2025-08-14
일반음식점,일월오리명가,"경상북도 포항시 남구 동해안로 5902 (일월동, 외1필지)",경상북도 포항시 남구 일월동 240-1 (외1필지) ,054 -293 -8840,2025-08-14
일반음식점,팔도실비집 문덕점,"경상북도 포항시 남구 오천읍 문덕로 32, 1층","경상북도 포항시 남구 오천읍 문덕리 313-7 , 1층 ",054 -293 -8887,2025-08-14
일반음식점,자매식당,경상북도 포항시 남구 오천읍 냉천로 380 (광명빌딩1F),경상북도 포항시 남구 오천읍 문덕리 305-5 광명빌딩1F ,054 -293 -8896,2025-08-14
일반음식점,덕수물회,"경상북도 포항시 남구 정몽주로879번길 19, 1층 (청림동)",경상북도 포항시 남구 청림동 1175 ,054 -293 -8898,2025-08-14
일반음식점,차이홍,"경상북도 포항시 남구 오천읍 하원로36번길 9-4, 1층",경상북도 포항시 남구 오천읍 원리 1286 (1층) ,054 -293 -9090,2025-08-14
일반음식점,한뚝배기,경상북도 포항시 남구 오천읍 해병로347번길 17-1 ((1층)),경상북도 포항시 남구 오천읍 문덕리 9-2 (1층) ,054 -293 -9222,2025-08-14
일반음식점,동성호(선주) 어부회,"경상북도 포항시 남구 동해면 호미로2914번길 21, 1층",경상북도 포항시 남구 동해면 입암리 585 1층 ,054 -293 -9242,2025-08-14
일반음식점,오리일번지,경상북도 포항시 남구 오천읍 오어로 225,경상북도 포항시 남구 오천읍 문충리 377 ,054 -293 -9259,2025-08-14
일반음식점,돼지게티,"경상북도 포항시 남구 오천읍 원동로 41-15, 1층",경상북도 포항시 남구 오천읍 원리 893-38 1층 ,054 -293 -9277,2025-08-14
일반음식점,기장곰장어,"경상북도 포항시 남구 오천읍 남원로 58, 1층",경상북도 포항시 남구 오천읍 원리 1207 1층 ,054 -293 -9296,2025-08-14
일반음식점,풍향 칼국수,"경상북도 포항시 남구 오천읍 충무로66번길 5-2, 1층",경상북도 포항시 남구 오천읍 용덕리 99-8 1층 ,054 -293 -9303,2025-08-14
일반음식점,숯불에닭 오천문덕점,"경상북도 포항시 남구 오천읍 문덕로 15-1, 1층",경상북도 포항시 남구 오천읍 문덕리 275-8 (1층) ,054 -293 -9369,2025-08-14
일반음식점,연길 양꼬치,"경상북도 포항시 남구 오천읍 냉천로302번길 37, 1층",경상북도 포항시 남구 오천읍 원리 935-1 1층 ,054 -293 -9882,2025-08-14
일반음식점,신세계불닭닭발,"경상북도 포항시 남구 오천읍 남원로 51, 1층",경상북도 포항시 남구 오천읍 원리 895-4 (1층) ,054 -293 -9907,2025-08-14
일반음식점,처갓집양념치킨(오천점),"경상북도 포항시 남구 오천읍 정몽주로 680, 1층",경상북도 포항시 남구 오천읍 구정리 33-22 1층 ,054 -293 -9912,2025-08-14
일반음식점,부산갈매기,"경상북도 포항시 남구 오천읍 문덕로 31, 1층",경상북도 포항시 남구 오천읍 문덕리 314-6 ,054 -293 -9918,2025-08-14
일반음식점,큰손막창,경상북도 포항시 남구 오천읍 문덕로 40,경상북도 포항시 남구 오천읍 문덕리 343-4 ,054 -293 -9933,2025-08-14
일반음식점,60계치킨 (포항오천점),"경상북도 포항시 남구 오천읍 냉천로302번길 73, 1층",경상북도 포항시 남구 오천읍 원리 893-104 ,054 -293 -9952,2025-08-14
일반음식점,와!!전,"경상북도 포항시 남구 오천읍 문덕로 24, 1층",경상북도 포항시 남구 오천읍 문덕리 313-2 1층 ,054 -293 -9953,2025-08-14
일반음식점,루이봉찜닭,"경상북도 포항시 남구 오천읍 냉천로302번길 31, 1층","경상북도 포항시 남구 오천읍 원리 935-3 , 1층 ",054 -293 -9996,2025-08-14
일반음식점,볶찜 포항죽도점,"경상북도 포항시 북구 중흥로309번길 13, 1층 (죽도동)",경상북도 포항시 북구 죽도동 69-19 ,054 -293 -9999,2025-08-14
일반음식점,밥뭇나,"경상북도 포항시 남구 오천읍 냉천로 360, 1층",경상북도 포항시 남구 오천읍 문덕리 263-4 (1층) ,054 -293-2472,2025-08-14
일반음식점,우성돈까스 포항오천점,"경상북도 포항시 남구 오천읍 원동로 46, 102호",경상북도 포항시 남구 오천읍 원리 933-1 102호,054 -610 -0006,2025-08-14
일반음식점,라쿵푸 샤브훠궈&마라탕,"경상북도 포항시 남구 효자동길5번길 14, 2층 (효자동)",경상북도 포항시 남구 효자동 253-97 2층 ,054 -610 -0037,2025-08-14
일반음식점,1호냄비밥상,"경상북도 포항시 북구 장량로127번길 3, 1층 (장성동)",경상북도 포항시 북구 장성동 1415-16 1층 ,054 -610 -0081,2025-08-14
일반음식점,명가 짜글이,"경상북도 포항시 북구 중흥로330번길 5-3, 1층 (죽도동)",경상북도 포항시 북구 죽도동 48-32 1층 ,054 -610 -0250,2025-08-14
일반음식점,우유부단,"경상북도 포항시 남구 중앙로147번길 14, 1층 (해도동)",경상북도 포항시 남구 해도동 41-28 1층 ,054 -610 -0486,2025-08-14
일반음식점,"황금상황버섯삼계탕,오리","경상북도 포항시 남구 오천읍 냉천로 260, 1층",경상북도 포항시 남구 오천읍 원리 1472 1층 ,054 -610 -1709,2025-08-14
일반음식점,서민돼지국밥,"경상북도 포항시 남구 동해안로 6059-1, 1층 (청림동)",경상북도 포항시 남구 청림동 1172-16 ,054 -610 -2622,2025-08-14
일반음식점,촌놈고깃집,"경상북도 포항시 남구 문예로 81, 1층 (대도동)",경상북도 포항시 남구 대도동 125-1 ,054 -610 -3307,2025-08-14
일반음식점,고래맥주창고 포항초곡점,"경상북도 포항시 북구 흥해읍 초곡지구로58번길 20, 1층 104호",경상북도 포항시 북구 흥해읍 초곡리 1200 1층 104호,054 -610 -4824,2025-08-14
